layer,source_path,source_id,target_layer,target_id,disposition,migration_timestamp,notes
Interaction Dataset,db_table:attempts,c092a4cf-4f5d-4303-a4c6-c728ebd0fa28,interaction_dataset/private,INT-f3fff5c2,migrated,2026-09-23T14:13:33.275739,"Learner: CHILD-003, Domain: grammar"
Interaction Dataset,db_table:attempts,587e5028-269b-48b2-be56-abb3c0974a17,interaction_dataset/private,INT-6cd7598e,migrated,2026-09-23T14:13:33.275739,"Learner: CHILD-003, Domain: comprehension"
Interaction Dataset,db_table:attempts,4d5f8eaf-295e-4fbf-b542-6703c6e08800,interaction_dataset/private,INT-03551870,migrated,2026-09-23T14:13:33.275739,"Learner: CHILD-003, Domain: sentence_and_instruction"
Interaction Dataset,db_table:attempts,213c3cdf-a898-4fa2-80b4-2e95a2a3f2c6,interaction_dataset/private,INT-b5e947c1,migrated,2026-09-23T14:13:33.275739,"Learner: CHILD-002, Domain: vocabulary"
Interaction Dataset,db_table:attempts,cff745eb-d165-4467-8be1-1b0dd3c07169,interaction_dataset/private,INT-4256ff76,migrated,2026-09-23T14:13:33.275739,"Learner: CHILD-001, Domain: grammar"
Interaction Dataset,db_table:attempts,cff745eb-d165-4467-8be1-1b0dd3c07169,interaction_dataset/private,INT-1bd35cac,migrated,2026-09-23T14:13:33.275739,"Learner: CHILD-001, Domain: grammar"
Interaction Dataset,db_table:attempts,cff745eb-d165-4467-8be1-1b0dd3c07169,interaction_dataset/private,INT-93d2e966,migrated,2026-09-23T14:13:33.275739,"Learner: CHILD-001, Domain: grammar"
Interaction Dataset,db_table:attempts,24dca490-b7f3-47c1-b09b-92c15e60fc25,interaction_dataset/private,INT-60060ea8,migrated,2026-09-23T14:13:33.275739,"Learner: CHILD-003, Domain: grammar"
Interaction Dataset,db_table:attempts,24dca490-b7f3-47c1-b09b-92c15e60fc25,interaction_dataset/private,INT-3b9f3210,migrated,2026-09-23T14:13:33.275739,"Learner: CHILD-003, Domain: grammar"
Interaction Dataset,db_table:attempts,24dca490-b7f3-47c1-b09b-92c15e60fc25,interaction_dataset/private,INT-55fc4a3b,migrated,2026-09-23T14:13:33.275739,"Learner: CHILD-003, Domain: grammar"
Interaction Dataset,db_table:attempts,61368c56-05cf-41c8-a261-90acf1ae860e,interaction_dataset/private,INT-ec01d4b9,migrated,2026-09-23T14:13:33.275739,"Learner: CHILD-001, Domain: vocabulary"
Interaction Dataset,db_table:attempts,de3f42b2-1dfa-45eb-b79a-a568ed244bf5,interaction_dataset/private,INT-59f77a7d,migrated,2026-09-23T14:13:33.275739,"Learner: CHILD-002, Domain: grammar"
Interaction Dataset,db_table:attempts,d3189490-1b9b-4cbc-a7ee-d9eb9aa93a39,interaction_dataset/private,INT-f44418a9,migrated,2026-09-23T14:13:33.275739,"Learner: CHILD-002, Domain: grammar"
Interaction Dataset,db_table:attempts,04352d6e-d0fe-47e9-9067-ca60de2696f1,interaction_dataset/private,INT-eacfa1e1,migrated,2026-09-23T14:13:33.275739,"Learner: CHILD-001, Domain: vocabulary"
